# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 91M of event 'cycles:P'
# Event count (approx.): 65660139571697
#
# Overhead  Command        Shared Object               Symbol                                        
# ........  .............  ..........................  ..............................................
#
     0.00%  my_executable  [sunrpc]                    [k] 0x00000000000265e0
     0.00%  my_executable  [igb]                       [k] 0x000000000000a939
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_ack_tstamp
     0.00%  my_executable  [kernel.vmlinux]            [k] fib_lookup_good_nhc
     0.00%  my_executable  [kernel.vmlinux]            [k] stack_access_ok
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_chrono_stop
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732a4
     0.00%  my_executable  [kernel.vmlinux]            [k] ip_output
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000730a0
     0.00%  my_executable  [igb]                       [k] 0x000000000000a3e9
     0.00%  my_executable  [kernel.vmlinux]            [k] _raw_spin_rq_lock_irqsave
     0.00%  my_executable  [igb]                       [k] 0x000000000000a461
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007337e
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000735f5
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007340a
     0.00%  my_executable  [igb]                       [k] 0x000000000000a5cb
     0.00%  my_executable  [kernel.vmlinux]            [k] strcmp
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000dc4b
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073dc1
     0.00%  my_executable  [kernel.vmlinux]            [k] __tcp_push_pending_frames
     0.00%  my_executable  [kernel.vmlinux]            [k] icmpv6_rcv
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009802b
     0.00%  my_executable  [igb]                       [k] 0x000000000000a81c
     0.00%  my_executable  [kernel.vmlinux]            [k] xfrm_dev_backlog
     0.00%  my_executable  [igb]                       [k] 0x000000000000a379
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_stream_memory_free
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073379
     0.00%  my_executable  [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%  my_executable  [igb]                       [k] 0x000000000000abb9
     0.00%  my_executable  [kernel.vmlinux]            [k] in_task_stack
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_segcblist_pend_cbs
     0.00%  my_executable  [kernel.vmlinux]            [k] generic_permission
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_start_this_gp
     0.00%  my_executable  [kernel.vmlinux]            [k] ktime_get_seconds
     0.00%  my_executable  [igb]                       [k] 0x000000000000a3f0
     0.00%  my_executable  [igb]                       [k] 0x000000000000a2cc
     0.00%  my_executable  [sunrpc]                    [k] 0x00000000000265f7
     0.00%  my_executable  [igb]                       [k] 0x000000000000168f
     0.00%  my_executable  [igb]                       [k] 0x000000000000a247
     0.00%  my_executable  [kernel.vmlinux]            [k] orc_find.part.0
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097d3f
     0.00%  my_executable  [kernel.vmlinux]            [k] detach_entity_load_avg
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073560
     0.00%  my_executable  [kernel.vmlinux]            [k] kmalloc_trace
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_preempt_deferred_qs_irqrestore
     0.00%  my_executable  [kernel.vmlinux]            [k] list_add_leaf_cfs_rq
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000739ac
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000733fc
     0.00%  my_executable  [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009ae4
     0.00%  my_executable  [kernel.vmlinux]            [k] call_timer_fn
     0.00%  my_executable  [igb]                       [k] 0x0000000000007c30
     0.00%  my_executable  [kernel.vmlinux]            [k] d_same_name
     0.00%  my_executable  [kernel.vmlinux]            [k] mutex_lock
     0.00%  my_executable  [igb]                       [k] 0x000000000000ab8c
     0.00%  my_executable  [kernel.vmlinux]            [k] lru_add_drain_cpu
     0.00%  my_executable  [kernel.vmlinux]            [k] intel_cpufreq_update_pstate
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097ff4
     0.00%  my_executable  [kernel.vmlinux]            [k] do_dentry_open
     0.00%  my_executable  [kernel.vmlinux]            [k] bpf_probe_read_kernel
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x000000000000293a
     0.00%  my_executable  [kernel.vmlinux]            [k] should_failslab.constprop.0
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073997
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000739b5
     0.00%  my_executable  [kernel.vmlinux]            [k] attach_entity_load_avg
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x00000000000025a3
     0.00%  my_executable  [kernel.vmlinux]            [k] dput
     0.00%  my_executable  [kernel.vmlinux]            [k] __perf_addr_filters_adjust
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000156899
     0.00%  my_executable  libhwloc.so.15.7.0          [.] hwloc_bitmap_and
     0.00%  my_executable  [kernel.vmlinux]            [k] __x86_indirect_thunk_r15
     0.00%  my_executable  libpciaccess.so.0.11.1      [.] 0x000000000000268d
     0.00%  my_executable  [kernel.vmlinux]            [k] filp_flush
     0.00%  my_executable  [kernel.vmlinux]            [k] lookup_fast
     0.00%  my_executable  [kernel.vmlinux]            [k] mutex_unlock
     0.00%  my_executable  [kernel.vmlinux]            [k] strncpy_from_user
     0.00%  my_executable  [kernel.vmlinux]            [k] __kmalloc
     0.00%  my_executable  [kernel.vmlinux]            [k] seq_printf
     0.00%  my_executable  libc.so.6                   [.] 0x00000000001593f8
     0.00%  my_executable  [kernel.vmlinux]            [k] kernfs_refresh_inode
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009983a
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_read_unlock_special
     0.00%  my_executable  [kernel.vmlinux]            [k] lruvec_stat_mod_folio.constprop.0
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a9a1
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099655
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a9cc
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009981b
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099dcf
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098fca
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a5df
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a055
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097ffa
     0.00%  my_executable  [kernel.vmlinux]            [k] pmd_install
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099db3
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a774
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099a60
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098ff5
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099957
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099413
     0.00%  my_executable  [kernel.vmlinux]            [k] native_set_pmd
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099802
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a73b
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000997cd
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a765
     0.00%  my_executable  [kernel.vmlinux]            [k] mas_wr_store_setup.isra.0
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099a98
     0.00%  my_executable  libucm.so.0.0.0             [.] 0x000000000000b45f
     0.00%  my_executable  [kernel.vmlinux]            [k] __thp_vma_allowable_orders
     0.00%  my_executable  libc.so.6                   [.] pthread_create
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009a718
     0.00%  my_executable  [kernel.vmlinux]            [k] in_gate_area_no_mm
     0.00%  my_executable  [kernel.vmlinux]            [k] pte_alloc_one
     0.00%  my_executable  libucm.so.0.0.0             [.] 0x000000000000b45d
     0.00%  my_executable  [kernel.vmlinux]            [k] mas_destroy
     0.00%  my_executable  [kernel.vmlinux]            [k] futex_wake_mark
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000997c0
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009af53
     0.00%  my_executable  [kernel.vmlinux]            [k] ___pte_free_tlb
     0.00%  my_executable  [kernel.vmlinux]            [k] unmap_vmas
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000974b0
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dd2d
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009800a
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000021a30
     0.00%  my_executable  [kernel.vmlinux]            [k] next_uptodate_folio
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000009872
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009994f
     0.00%  my_executable  [kernel.vmlinux]            [k] lookup_address
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x000000000000984f
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_event__header_size
     0.00%  my_executable  [kernel.vmlinux]            [k] do_huge_pmd_anonymous_page
     0.00%  my_executable  [kernel.vmlinux]            [k] __bitmap_intersects
     0.00%  my_executable  libstdc++.so.6.0.32         [.] std::ios_base::Init::~Init()
     0.00%  my_executable  [kernel.vmlinux]            [k] swake_up_one_online
     0.00%  my_executable  [kernel.vmlinux]            [k] __x64_sys_futex
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098ff9
     0.00%  my_executable  [kernel.vmlinux]            [k] inherit_event.isra.0
     0.00%  my_executable  [igb]                       [k] 0x000000000000b523
     0.00%  my_executable  [kernel.vmlinux]            [k] sched_mm_cid_remote_clear
     0.00%  my_executable  [kernel.vmlinux]            [k] filemap_fault
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] mca_base_var_group_get_internal
     0.00%  my_executable  libopen-pal.so.80.0.2       [.] 0x0000000000021960
     0.00%  my_executable  [kernel.vmlinux]            [k] ip_local_deliver
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] _dl_allocate_tls_init
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_event_alloc
     0.00%  my_executable  [kernel.vmlinux]            [k] __get_user_nocheck_4
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073a06
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073352
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007341a
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073149
     0.00%  my_executable  [kernel.vmlinux]            [k] futex_wait_setup
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000731a5
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007318a
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073bdf
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732ac
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000734e4
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000733aa
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007315b
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073b66
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073aab
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732db
     0.00%  my_executable  libgomp.so.1.0.0            [.] omp_get_num_threads
     0.00%  my_executable  [ixgbe]                     [k] 0x0000000000000168
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073422
     0.00%  my_executable  [kernel.vmlinux]            [k] neigh_add_timer
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073979
     0.00%  my_executable  [kernel.vmlinux]            [k] ip6_sublist_rcv
     0.00%  my_executable  [ixgbe]                     [k] 0x00000000000000d1
     0.00%  my_executable  [igb]                       [k] 0x000000000000af50
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000eb84
     0.00%  my_executable  [kernel.vmlinux]            [k] mce_track_storm
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000077c
     0.00%  my_executable  [kernel.vmlinux]            [k] blake2s_compress
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_retransmit_timer
     0.00%  my_executable  [igb]                       [k] 0x0000000000007df8
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073ac1
     0.00%  my_executable  [kernel.vmlinux]            [k] ghes_copy_tofrom_phys
     0.00%  my_executable  [kernel.vmlinux]            [k] remove_entity_load_avg
     0.00%  my_executable  [kernel.vmlinux]            [k] ndisc_router_discovery
     0.00%  my_executable  [igb]                       [k] 0x00000000000084d0
     0.00%  my_executable  [ixgbe]                     [k] 0x0000000000001607
     0.00%  my_executable  [kernel.vmlinux]            [k] neigh_timer_handler
     0.00%  my_executable  [kernel.vmlinux]            [k] __is_insn_slot_addr
     0.00%  my_executable  [igb]                       [k] 0x000000000000aa03
     0.00%  my_executable  [kernel.vmlinux]            [k] exc_nmi
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dc06
     0.00%  my_executable  [kernel.vmlinux]            [k] metadata_update_state
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073af8
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000da4d
     0.00%  my_executable  [igb]                       [k] 0x0000000000007e24
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000da84
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_gp_kthread_wake
     0.00%  my_executable  [kernel.vmlinux]            [k] round_jiffies
     0.00%  my_executable  [kernel.vmlinux]            [k] irqentry_nmi_exit
     0.00%  my_executable  [kernel.vmlinux]            [k] __skb_checksum
     0.00%  my_executable  [kernel.vmlinux]            [k] ndisc_parse_options
     0.00%  my_executable  [igb]                       [k] 0x00000000000082f9
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000ea12
     0.00%  my_executable  [kernel.vmlinux]            [k] thread_stack_free_rcu
     0.00%  my_executable  [igb]                       [k] 0x000000000000af1d
     0.00%  my_executable  [kernel.vmlinux]            [k] pick_next_task_dl
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dc22
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dafd
     0.00%  my_executable  [kernel.vmlinux]            [k] default_do_nmi
     0.00%  my_executable  [igb]                       [k] 0x00000000000009e9
     0.00%  my_executable  [kernel.vmlinux]            [k] security_task_free
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073aff
     0.00%  my_executable  [igb]                       [k] 0x00000000000084f4
     0.00%  my_executable  [kernel.vmlinux]            [k] mod_objcg_state
     0.00%  my_executable  [kernel.vmlinux]            [k] pick_next_entity
     0.00%  my_executable  [kernel.vmlinux]            [k] __x86_indirect_thunk_rdx
     0.00%  my_executable  [igb]                       [k] 0x000000000000afd3
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000eb0a
     0.00%  my_executable  [kernel.vmlinux]            [k] raw_notifier_call_chain
     0.00%  my_executable  [igb]                       [k] 0x0000000000007f6f
     0.00%  my_executable  [igb]                       [k] 0x0000000000000475
     0.00%  my_executable  [kernel.vmlinux]            [k] fill_pmd
     0.00%  my_executable  [kernel.vmlinux]            [k] netlink_broadcast_filtered
     0.00%  my_executable  [igb]                       [k] 0x0000000000007e06
     0.00%  my_executable  [kernel.vmlinux]            [k] __tasklet_schedule_common
     0.00%  my_executable  libgomp.so.1.0.0            [.] gomp_team_barrier_wait_final
     0.00%  my_executable  [kernel.vmlinux]            [k] perf_event_nmi_handler
     0.00%  my_executable  [kernel.vmlinux]            [k] __kfence_free
     0.00%  my_executable  [kernel.vmlinux]            [k] end_bio_bh_io_sync
     0.00%  my_executable  [kernel.vmlinux]            [k] ipv6_gro_receive
     0.00%  my_executable  [igb]                       [k] 0x000000000000865b
     0.00%  my_executable  [kernel.vmlinux]            [k] bio_endio
     0.00%  my_executable  [igb]                       [k] 0x0000000000000a1b
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000da91
     0.00%  my_executable  [igb]                       [k] 0x000000000000af58
     0.00%  my_executable  [igb]                       [k] 0x0000000000008301
     0.00%  my_executable  [igb]                       [k] 0x000000000000a4e5
     0.00%  my_executable  [igb]                       [k] 0x0000000000008809
     0.00%  my_executable  [igb]                       [k] 0x0000000000007ca7
     0.00%  my_executable  [igb]                       [k] 0x000000000000af78
     0.00%  my_executable  [igb]                       [k] 0x000000000000a587
     0.00%  my_executable  [igb]                       [k] 0x000000000000a6fe
     0.00%  my_executable  [igb]                       [k] 0x0000000000008271
     0.00%  my_executable  [igb]                       [k] 0x0000000000007ee6
     0.00%  my_executable  [igb]                       [k] 0x00000000000004a6
     0.00%  my_executable  [igb]                       [k] 0x000000000000a674
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae03
     0.00%  my_executable  [kernel.vmlinux]            [k] __sk_mem_raise_allocated
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_gso_validate_network_len
     0.00%  my_executable  [kernel.vmlinux]            [k] ip_local_out
     0.00%  my_executable  [kernel.vmlinux]            [k] filemap_get_entry
     0.00%  my_executable  [igb]                       [k] 0x000000000000b20d
     0.00%  my_executable  [kernel.vmlinux]            [k] __ghes_peek_estatus.isra.0
     0.00%  my_executable  [igb]                       [k] 0x0000000000007e94
     0.00%  my_executable  [igb]                       [k] 0x00000000000080e2
     0.00%  my_executable  [igb]                       [k] 0x0000000000000a37
     0.00%  my_executable  [igb]                       [k] 0x0000000000007f54
     0.00%  my_executable  [igb]                       [k] 0x00000000000085e1
     0.00%  my_executable  [kernel.vmlinux]            [k] kernel_fpu_end
     0.00%  my_executable  [igb]                       [k] 0x0000000000008830
     0.00%  my_executable  [igb]                       [k] 0x0000000000000120
     0.00%  my_executable  [kernel.vmlinux]            [k] neigh_event_ns
     0.00%  my_executable  [igb]                       [k] 0x0000000000007d09
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_gso_transport_seglen
     0.00%  my_executable  [igb]                       [k] 0x000000000000a52e
     0.00%  my_executable  [igb]                       [k] 0x0000000000007ebe
     0.00%  my_executable  libgomp.so.1.0.0            [.] gomp_team_start
     0.00%  my_executable  [igb]                       [k] 0x0000000000008580
     0.00%  my_executable  [igb]                       [k] 0x000000000000aacf
     0.00%  my_executable  [kvm]                       [k] 0x00000000000239b0
     0.00%  my_executable  [igb]                       [k] 0x000000000000828c
     0.00%  my_executable  [igb]                       [k] 0x0000000000008490
     0.00%  my_executable  [igb]                       [k] 0x000000000000a4b4
     0.00%  my_executable  [igb]                       [k] 0x00000000000004bb
     0.00%  my_executable  [kernel.vmlinux]            [k] __tasklet_schedule
     0.00%  my_executable  [igb]                       [k] 0x000000000000a983
     0.00%  my_executable  [kernel.vmlinux]            [k] __percpu_counter_sum
     0.00%  my_executable  [kernel.vmlinux]            [k] __sk_mem_schedule
     0.00%  my_executable  [igb]                       [k] 0x000000000000af03
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_rate_skb_sent
     0.00%  my_executable  [kernel.vmlinux]            [k] change_prot_numa
     0.00%  my_executable  [igb]                       [k] 0x0000000000007e6e
     0.00%  my_executable  [kernel.vmlinux]            [k] idle_worker_timeout
     0.00%  my_executable  [kernel.vmlinux]            [k] __futex_wait
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_try_rmem_schedule
     0.00%  my_executable  [ixgbe]                     [k] 0x000000000000dced
     0.00%  my_executable  [kernel.vmlinux]            [k] memcmp
     0.00%  my_executable  [igb]                       [k] 0x000000000000afb5
     0.00%  my_executable  [kernel.vmlinux]            [k] wake_up_var
     0.00%  my_executable  [igb]                       [k] 0x0000000000000125
     0.00%  my_executable  [kernel.vmlinux]            [k] futex_setup_timer
     0.00%  my_executable  [igb]                       [k] 0x000000000000a884
     0.00%  my_executable  [kernel.vmlinux]            [k] sock_def_readable
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae89
     0.00%  my_executable  [kernel.vmlinux]            [k] is_bpf_text_address
     0.00%  my_executable  [igb]                       [k] 0x000000000000a842
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_csum_hwoffload_help
     0.00%  my_executable  [igb]                       [k] 0x000000000000a293
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000db35
     0.00%  my_executable  [kernel.vmlinux]            [k] ip6_rcv_finish_core.isra.0
     0.00%  my_executable  [igb]                       [k] 0x000000000000aef3
     0.00%  my_executable  [kernel.vmlinux]            [k] cpumask_weight
     0.00%  my_executable  [kernel.vmlinux]            [k] pick_task_rt
     0.00%  my_executable  [hpsa]                      [k] 0x00000000000040ab
     0.00%  my_executable  [igb]                       [k] 0x000000000000a26c
     0.00%  my_executable  [igb]                       [k] 0x00000000000016a8
     0.00%  my_executable  [kernel.vmlinux]            [k] mempool_kfree
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000cbff
     0.00%  my_executable  [kernel.vmlinux]            [k] __fib_validate_source
     0.00%  my_executable  [igb]                       [k] 0x000000000000a422
     0.00%  my_executable  [igb]                       [k] 0x000000000000aba9
     0.00%  my_executable  [igb]                       [k] 0x0000000000007cc2
     0.00%  my_executable  [igb]                       [k] 0x000000000000b006
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_segcblist_advance
     0.00%  my_executable  [kernel.vmlinux]            [k] mod_timer
     0.00%  my_executable  [igb]                       [k] 0x000000000000b2dc
     0.00%  my_executable  [kernel.vmlinux]            [k] inet_sk_rebuild_header
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000db60
     0.00%  my_executable  [igb]                       [k] 0x000000000000a92e
     0.00%  my_executable  [igb]                       [k] 0x000000000000b208
     0.00%  my_executable  [igb]                       [k] 0x000000000000a200
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_segcblist_insert_done_cbs
     0.00%  my_executable  [igb]                       [k] 0x000000000000a867
     0.00%  my_executable  [igb]                       [k] 0x000000000000a26f
     0.00%  my_executable  my_executable               [.] .plt
     0.00%  my_executable  [igb]                       [k] 0x000000000000a840
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000dc01
     0.00%  my_executable  [igb]                       [k] 0x000000000000825e
     0.00%  my_executable  [kernel.vmlinux]            [k] __sock_queue_rcv_skb
     0.00%  my_executable  [igb]                       [k] 0x000000000000a757
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_disable_urgency_upon_qs
     0.00%  my_executable  [kernel.vmlinux]            [k] cpu_stop_init_done
     0.00%  my_executable  [igb]                       [k] 0x000000000000abaf
     0.00%  my_executable  [kvm]                       [k] 0x0000000000023a20
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae51
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073128
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae11
     0.00%  my_executable  [igb]                       [k] 0x000000000000a2a3
     0.00%  my_executable  [igb]                       [k] 0x000000000000afdb
     0.00%  my_executable  [kernel.vmlinux]            [k] queue_work_on
     0.00%  my_executable  [kernel.vmlinux]            [k] __unwind_start
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_condense
     0.00%  my_executable  [kernel.vmlinux]            [k] task_woken_rt
     0.00%  my_executable  [kernel.vmlinux]            [k] rcu_segcblist_get_seglen
     0.00%  my_executable  [igb]                       [k] 0x000000000000a2c6
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_schedule_loss_probe
     0.00%  my_executable  [igb]                       [k] 0x000000000000af24
     0.00%  my_executable  [igb]                       [k] 0x000000000000a4a0
     0.00%  my_executable  [igb]                       [k] 0x000000000000afea
     0.00%  my_executable  [igb]                       [k] 0x000000000000afa5
     0.00%  my_executable  [igb]                       [k] 0x000000000000a793
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073386
     0.00%  my_executable  [kernel.vmlinux]            [k] __module_address
     0.00%  my_executable  [sunrpc]                    [k] 0x00000000000265fe
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae2d
     0.00%  my_executable  [igb]                       [k] 0x000000000000adfa
     0.00%  my_executable  [igb]                       [k] 0x000000000000a905
     0.00%  my_executable  [igb]                       [k] 0x000000000000a55c
     0.00%  my_executable  [kernel.vmlinux]            [k] mm_cid_get
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097e60
     0.00%  my_executable  [igb]                       [k] 0x000000000000a95b
     0.00%  my_executable  [kernel.vmlinux]            [k] deactivate_task
     0.00%  my_executable  [kernel.vmlinux]            [k] bpf_ksym_find
     0.00%  my_executable  [kernel.vmlinux]            [k] skb_headers_offset_update
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000cbe0
     0.00%  my_executable  [igb]                       [k] 0x000000000000a8f8
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073b43
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_delack_max
     0.00%  my_executable  [igb]                       [k] 0x000000000000a28b
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007314f
     0.00%  my_executable  [igb]                       [k] 0x000000000000a9f1
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073c88
     0.00%  my_executable  [kernel.vmlinux]            [k] kmalloc_reserve
     0.00%  my_executable  [igb]                       [k] 0x000000000000a8bb
     0.00%  my_executable  [kernel.vmlinux]            [k] __kernel_text_address
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073cbc
     0.00%  my_executable  [sunrpc]                    [k] 0x00000000000265e9
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000735d1
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073477
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073c2b
     0.00%  my_executable  libm.so.6                   [.] 0x000000000007318d
     0.00%  my_executable  [kernel.vmlinux]            [k] set_nlink
     0.00%  my_executable  libm.so.6                   [.] 0x0000000000073185
     0.00%  my_executable  [igb]                       [k] 0x000000000000af75
     0.00%  my_executable  [kernel.vmlinux]            [k] __sk_dst_check
     0.00%  my_executable  [igb]                       [k] 0x000000000000aeb1
     0.00%  my_executable  [kernel.vmlinux]            [k] internal_get_user_pages_fast
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_xmit_recovery
     0.00%  my_executable  libevent_core-2.1.so.7.0.1  [.] 0x0000000000018951
     0.00%  my_executable  [igb]                       [k] 0x000000000000a27b
     0.00%  my_executable  [igb]                       [k] 0x000000000000afc7
     0.00%  my_executable  [sunrpc]                    [k] 0x000000000000dbe9
     0.00%  my_executable  [igb]                       [k] 0x000000000000020b
     0.00%  my_executable  [kernel.vmlinux]            [k] __sysvec_call_function_single
     0.00%  my_executable  [igb]                       [k] 0x0000000000000205
     0.00%  my_executable  [igb]                       [k] 0x0000000000000208
     0.00%  my_executable  [kernel.vmlinux]            [k] tcp_sacktag_write_queue
     0.00%  my_executable  [igb]                       [k] 0x000000000000ae3a
     0.00%  my_executable  ld-linux-x86-64.so.2        [.] 0x0000000000007996
     0.00%  my_executable  [igb]                       [k] 0x000000000000ab7e
     0.00%  my_executable  [kernel.vmlinux]            [k] select_idle_core.isra.0
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098fce
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098022
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000097feb
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009802e
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000993b0
     0.00%  my_executable  libc.so.6                   [.] 0x000000000009af4e
     0.00%  my_executable  libc.so.6                   [.] 0x00000000000992fa
     0.00%  my_executable  [kernel.vmlinux]            [k] mas_wr_append
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000099d35
     0.00%  my_executable  libm.so.6                   [.] 0x00000000000732d5
     0.00%  my_executable  [kernel.vmlinux]            [k] bpf_lsm_sk_getsecid
     0.00%  my_executable  libc.so.6                   [.] 0x0000000000098fd2
     0.00%  my_executable  [igb]                       [k] 0x000000000000b2e3
